id,content,label
27,"鱼旨寿司一直是一家很喜欢的美式寿司店
环境很好 上菜也快 菜品的卖相什么的也不错 唯一缺点是高峰期需要等位
必点
【手卷】都不错，虾手卷加菜、鳗鱼手卷加菜
【蝴蝶卷】菜品就像蝴蝶，很美，口味也好
【芒果花三文鱼】我觉得很划算，3片生鱼片+加芒果粒+鱼籽 生鱼片三片厚切22元比这个人
 【小火锅】也不错，可惜我不爱芝士，所以一般点鸡汤，性价比一般，菜还有丸子
【牛肉片】很嫩哦，口感不错，但是看起来血淋淋的
 还有几款寿司名字忘了，一般菜单后的推荐都不错～",-2
28,一直很钟情于他家的榴莲披萨，味道真的是超赞，这是广场是新开的店，也一直想体验一下每个店的不同风格，周三正好抽中了招行的五折代金券，必须选择来思念依旧的榴莲啦。商场不是很大，餐饮也比较集中，位置很好找，就挨着横店影视城的旁边，店铺的装修风格是有些金属和酒吧性质的小格调，座位一直是很舒适的沙发或者沙发垫，店铺的活动现在还是蛮优惠的，而且服务态度一直都是特别的好，非常的热情周到。还是来说说菜品，点了经典的双倍榴莲肉的老板娘专享披萨，这个味道基本每家店口感都一致，特别好吃，浓浓的榴莲肉味很是漫香四溢，点了榴莲提拉米苏，这款提拉米苏蛋糕一致觉得非常棒，上面一层淡淡的奶油，然后中间一层是榴莲肉，最下面是软软的蛋糕，做的都是恰到好处，含在嘴里有入口即化的感觉。土豆泥芝士焗大虾，第一次品尝这款特殊的土豆泥，味道也挺不错的，大虾上包裹着土豆泥的香味，土豆泥做的也是很香甜入口，细细腻腻的滋味，搭配着芝士的清香。辣薯角这个不是每个店都有，是蛮特色的一款，炸的很松软。尝试一下科布牛油果沙拉，盘子很大，东西很多，包括西红柿，洋生菜，冷鸡肉，牛油果，鸡蛋，洋葱和芝士片等，说实话，整体味道感觉没有凯撒沙拉好吃，而且这款价位也蛮贵，主要是里面有了牛油果和冷鸡肉和芝士片吧。最后服务人员还赠送了一款即将要推出的店里新款饮料，让我们品尝一下，是海盐绿茶，味道还是相当不错的，最上面是打的奶油泡沫，中间是丝丝的冰块，然后最下面一层是绿茶饮品，个人感觉用吸管喝口感只是绿茶，如果直接用杯子来喝，口感会更好，因为会有很分明的层次体验出来，先是入口的咸咸的海盐味道，然后是冰冰的感觉，接着就是绿茶，三者很巧妙的融合在一起，丝丝入口非常不错，最后尝试下把三者搅拌在一起来喝，感觉绿茶的味道就不那么明显了，口味就没有单独的喝好，所以这款饮料喝的方式还挺讲究，哈哈。,-2
29,"到了香港終於有機會吃到正宗的翠華餐廳啦!!開心~
因為來找住在灣仔的朋友,順便就在這裡解決晚餐啦!!在香港的第一餐喲!
四個人分開點的,我和朋友點了炒芥蘭苗,麻辣四寶米線和奶油豬,全都超級好吃啊!
服務員看起來有些冷淡,但其實態度還蠻好的.環境很不錯,就是空調也開太冷了吧!朋友一坐下就把外套穿起來了哈哈哈
最後人均才45HKD,合人民幣36塊的樣子!比上海的翠華便宜至少一倍好嗎!還好吃太多!
就此決定再也不吃內地的翠華了!",-2
30,打包了5次，2次串串，2次火锅粉，1次火锅粉+串串。虽然没有堂食，但是也觉得店里环境挺好，墙壁上有装饰，摸得到用得到的是简洁，椅子很扎实，胖子坐着很安心。串串材料不算很多，该有的都有，个人比较喜欢肉冰柜左下角的香肠，还有面筋。汤要另外收8块钱，虽然他家汤确实不错，但是我这个打包的有点无法体现出来，3次打包串串，2次干水，感觉很坑了。火锅粉是粗粗的薯粉，挺好吃的，就是每次都做得很辣，都是吃一口喝一口可乐这样子。还有第一次点的红糖粑粑，条状粑粑炸过，所以外皮有点酥脆，加上红糖甜腻不油腻，感觉挺好的。,-2
31,"泰食馆餐厅，从禅意盎然的曼谷到精致隽永的北京，以其合理的价位、精致的食物，传递浓浓的泰式风情。待客至诚的体贴服务，让您品鉴地道的泰式美膳。泰食馆已携着异国风味款款走来，泰食馆系列——实实在在、真真切切地让您触摸到的泰式的精致餐饮！

环境很好，干净敞亮，服务员穿的也是泰式服装。
这里的碳烤猪颈肉超级好吃，又嫩又香，配上特制甜辣酱，口感清新。
咖喱蟹是招牌菜，蟹的个头挺大的，肉也够多，咖喱是加了椰奶，很香很浓，更能突出咖喱的香辣。
虾酱空心菜炒的很不错，虾酱有很棒的鲜味。
咖喱还是拌饭最好，米饭是按位上的，无限量供应，可以顺便吃下好多咖喱。
榴莲糯米非常赞非常！榴莲味道浓郁，感觉一个下午可以伴着榴莲糯米过下去了！
黄咖喱鸡味道可以，鸡肉很嫩。
冬阴功汤不错，味道价钱都和蕉叶差不多。
最最推荐的是菠萝饭，太好吃了，比蕉叶的好 是我吃过最好吃的菠萝饭！！
虾饼 ，不腻，每次来都点！
可惜的是图片没拍全 下次补过",-2
32,怀着一种很复杂的心情写这篇食评 写着评论不是为了吐槽 而是为了让我特别喜欢的一家餐厅找回从前的味道。今天特意带两个朋友赶到凤凰汇B1层吃我认为北京最好吃的卤肉饭和台湾牛肉面，非常可惜每次去的B1那家饭前饭后关闭了 所以就到三楼的餐厅吃饭了。兴高采烈地点了三道菜两碗卤肉饭和一碗牛肉面，结果大失所望。牛肉面很咸，面吃起来好像是早就煮好的过了一下热水就端上来了，卤肉饭的味道不错，只是米饭口感也有点硬，菜咸的要命尽管点菜的时候和服务员说了少油少盐，也没起什么卵用。最后忍不了咸了让服务员给重新回锅了，可当菜重新上来之后已经失去了想吃的欲望。朋友说服务员为什么不给加水呢，菜很咸啊。饭还没吃完我就忍不住写这篇食评了，对台湾美食一直都有非常的感情，饭前饭后也是我特别喜欢的一家台湾餐厅，但今天我吃的不开心，甚至有点伤感，感觉到一家很棒的餐厅流失着它原有的水准，感觉不到从前的美味和愉快的心情了。老板，希望你能够看到这篇评论，希望你能救救这家美好的餐厅。,-2
36,"【2015法国、德国之旅】第十七篇。在杜乐丽花园一直找不到卫生间，只有继续往卢浮宫方向走啦。来到里沃利大街某购物广场，终于找到了卫生间，虽然价格惊人。

        这个购物广场不算小，二楼有类似美食广场的就餐区，我们也就准备在此把午餐解决了。一行人之中，只有我吃的这家所谓西班牙风味餐，其余都是吃的中式快餐。但这一顿都吃得不满意，价格高，味道不好，环境也一般。可以说，这是此次法德之行最差的一顿饭啦。

        这家Mira位于美食广场中的显眼位置，档口不算大，菜品陈列倒还过得去。我又想尝试一下新鲜的，于是选了他家。档口里只有一位店员，表情冷漠，态度不算好。

        就餐区环境也不怎么样，拥挤、嘈杂，还不如国内的同类型商户。

        我选的14.9欧元套餐，可以选两道主菜，一份甜点和一瓶饮料。这就是快餐，比起前一天的晚餐差远了，价钱也没便宜多少。

        主菜之一是【Pan Tomato et Fromag】，两片烤土司，抹上些碎番茄粒加上车打芝士片。土司水准很普通，就看那两片芝士还可以。还配了两块什么饼，吃着比较散，口感一般，有些玉米味。最恼火的是，这个菜是冰凉的，更加觉得不好吃。

        主菜之二【Salade Verte】，是土豆沙拉。味道还可以，土豆是烤过的，比较香。沙拉汁也比较好。但是，这个也是冰凉的！

        甜点是【Creme Catalane】，就是焦糖炖蛋。太冰了，口感一般，还没有成都某些酒店自助餐的好。这个的份量倒是实在，比较大碗。

        而饮料是这一顿最满意的，我选了从未喝过的【ORANGINA】，500毫升的瓶装。这个比起芬达、美年达要好多了，气泡更为细密，果汁味更加纯正。因为觉得好喝，后来在逛欧尚时又买了一瓶。",-2
37,"值了，值了，我的第三张pass卡终于赌对了地方！
点赞这家店的老板，200块代金券秒变免单外加附送，够壕气！

地方好找，地铁直达，据说是老店新开的，估计应该没怎么大动，年代感还是蛮浓的
日料单点简直等同于谋杀RMB，而且一开始并不知道后来的反转，纠结了下，觉得工作日午市最为合适
到店之后给安排在了舒适的榻榻米，老板还忙里抽空的亲自过来打招呼，霸王餐的待遇就是不一样哈哈

点菜的时候比较随性，没让店员介绍，按自己喜好点了些，没想到点完之后就送来一份不在单子之列的餐前小拼盘，店员说是老板送的......
【餐前拼盘（送）】酸酸的海蜇鱼翅、鲜美的小鱼干和凉拌小番茄成功的打开了味蕾
【松叶蟹（送）】活蟹现杀，一蟹两吃（刺身+清蒸），蟹肉刺身倒是头一回吃，比熟的更美味呢
【刺身拼盘】标准版是拼盘里最便宜的，包括了6种食材，新鲜程度可以，个人认为以螺肉最为出彩
【酱烧牛舌】首先要说这牛舌够厚，入味程度也可以，尤其是放了萝卜好评！不过，稍稍有点咸...
【鹅肝萝卜汤】鹅肝在煮汤前是煎过的，保留了其香味，入口软嫩适度，只是这量比较少
另外还点了他家的每日特价定食【牛肉盖浇饭】和【樱花虾蛋炒饭】，配菜丰富，非常适合附近上班族",1
38,"地址：石新路公交车站
交通：因为在公交车站旁，所以（871、827、873…………）
同行：2人
因为店家消费不能刷银行卡（这点需改进），所以就买了网上的代金券2张。可能是中午去的原因，店里只有我们，也到算是清净，店面也很干净。
上菜的速度是有的，挺快，牛肉面比较好吃，牛肉很Q，量也足，面也很劲道，目测有5坨肉吧，石锅饭味道差一点点，吃起来没味道，自己加了一些辣椒，没有吃完，奶茶不错，点了两杯一冷一热！总体不错。",1
39,说实在的，烤鸭子的味道还是不错的，片皮也片的挺认真，只是酱料太咸了点，不适合无锡人口味。之所以评价给的很低，是因为受了一包气。今天中午团了2张券，一张是8.8折29.8元抵34元的半只烤鸭，另一张是8.3折24.8元抵30元的代金券。因是家里人团的，我没上网看，只知道是团了半只烤鸭。下午到了店里给他们看短信，立马就回答我代金券不能用，得，那就用29.8元的来半只吧。切下来半只鸭说不称了，我说称一下看看吧，实际需要多少钱的， 秤上显示30元几毛。当时也没多想，回家了。晚上上网一看，不对啊，团的是29.8元抵34元打8.8折的，可现在这倒好，29.8元抵30元，便宜2毛？！家里人正好要去超市，就想着过去跟他们说说，这样做不好，做生意诚信为本才是正道啊。到了店里，刚没说两句，其中一小伙子，那叫一个火气大，点着鼻子说：你就是来闹事的。额滴神啊，一个妇道人家被你们三个大小伙围着，吓都吓死了，还闹事？罢了罢了，以后不买你家鸭子总行了吧！ 诸位看官看明白了吗？其实今天这鸭子，他们心里有数，半只也就30元左右，用代金券24.8元抵30元的，应该是正正好，可他们开始就回答你：代金券不能用。是真的不能用吗？是舍不得这折扣吧！既然舍不得，你做团购干啥呢？这不明摆着忽悠人么！哎，如果真的利润薄，不一定非要搞啥团购的，踏踏实实把鸭子烤好就行了，生意慢慢总会好起来，不是么。晚了，就到这儿吧。,-2
40,"餐厅位于长寿路上，阳光新苑旁边，距离13号线武宁路站仅有5分钟路程交通十分便利。
餐厅主要经营小龙虾和淮扬菜，餐厅面积并不大，大概也就十来张桌子，服务员都还比较热情，服务也都还蛮及时的。
餐厅的小龙虾有七八种口味，最主打的是蒜香小龙虾，菜单上的价格是选用的个头比较大的小龙虾，而事实上，如果需要，可以让店家换成个头小的小龙虾制作，个人更偏好小个头龙虾，价格便宜，而且比较容易入味。蒜香的味道确实特别好味，但略微偏咸。
干煸小龙虾，选用的是小个头去头龙虾，是经过油锅煸炒的，虽然入口很香，但还不够入味。
另外还点了几道淮扬菜，比较喜欢的是那道豆腐羹，现做现上，所以要等蛮久的时间，豆腐很嫩很滑，口感很好，而撒上的胡椒粉经过轻微搅拌之后，与豆腐相融，瞬间提升了豆腐的鲜味，让人回味无穷。",1
41,"经常来王府井这家外婆家，物美价廉，菜好吃，而且便宜，很喜欢外婆家。
【蒜蓉粉丝虾】每次来外婆家必点，我觉得这是外婆家最好吃的一道菜，虾很嫩，特别好吃，强烈推荐。
【沸腾鱼】第二次吃这道菜了，鱼很嫩，很好吃，就是油有点厚，看起来辣椒很多，但是不是很辣，还不错。
【小炒黄牛肉】牛肉很大块，好吃，就是里面有香菜，不喜欢的甚点。
【有机花菜】这也是第二次吃了，感觉分量比以前少了，不过味道还是很好的。
总的来说还是很喜欢外婆家的，不然也不会来这么多次~",-2
42,中山地方美食专题。今天来到了第十二站——福煌农庄。这家农庄之前已经去过若干次，大众点评也写过一次，那个点评也获得了优质点评称号。去那么多次的原因主要有三：一、该农庄的地理位置比较好，位于高速桥底附近，交通方便。二、价格相对比较实惠、合理。三、食物种类比较多元化，有比较多东西可选可吃，味道也不错。在这家店鱼、蛇、蟹、虾、乳鸽、海鸟等等都有得吃。鱼方面锁骨鱼火锅还不错，焖鱼也很有特色。虾方面基围虾也蛮大蛮新鲜。蟹方面那些毛蟹的膏很多，肉也很新鲜。乳鸽方面该店的盐焗乳鸽是招牌菜。海鸟方面也有很多野生的鸟。其他牛肉猪肉羊肉就跟别的地方差不多了。这家农庄是中山众多农庄食店的一个缩影，在中山各镇区这类型的农庄是相当多的。包括此前点评过的渔羽农庄、快活林农庄等等都属于该范畴内。当然各个农庄也或多或少地展现出各自主打或者特色的一面。这在往后几天会找个机会对这个区域的农庄美食文化做一个更系统的分析。总体来说，给予该店四星好评。,1
75,"吃面就图个长长久久，95年就开店了的全国连锁面店——九毛九还真是好意头，店内干净整洁，服务人员也训练有素，热情有加，店内还有透明的操作间，可以让食客对整个菜品的加工流程做到心明眼亮，这点不错~~
当然美食才是最最重要的，说的再好也不如做得好，待我一一道来~~
先说说凉菜:
西北面皮，红彤彤的但不辣，劲道又好吃~~受到了伙伴儿们的一致欢迎~
柠檬c大拌菜，专为夏季推出的大拌菜，搭配了柠檬汁和彩椒，好看又好吃。
迷你小茄子，果然是小茄子啊，只有半个月的生长周期，难怪口感上这么嫩，配上山西老陈醋，味道棒棒哒~~
平遥牛肉，老汤酱出来牛肉，味道果然很不同哟

再说说热菜：
动手吧，需要带上手套吃的一道菜哟，带骨的猪肉块儿大，肉又嫩，炖了4个小时就是不一样啊，吃一块儿还真是够了~~
酥香羊肉，配上开胃的酸菜，口感上果然是肥而不腻，瘦而不柴啊，~\(≧▽≦)/~
香喷喷风味鸡，店内秘制的香料加工出来的鸡中翅，再无其他添加，一上桌就有一股特殊的香气，这个名字确实配的上这个味道。
孜然寸骨，猪肉的寸骨还真是第一次吃，原来一只猪身上只有两根，难怪又叫猪黄金了，而且还吃出了羊肉的味道~~嫩嫩的，香香的~~
菠萝油条虾，天津果子+海南菠萝+青岛大虾，这组合还真是醉了，简单又好吃~~
葱油菜心，当季时蔬一道，吃多了肉肉，也是要多吃些青菜爽爽口哟~~

还有主食哟：
黄米糕，超赞！山西进贡给皇上的贡品，果然是好吃的不得了，黏黏的黄米，配上甜甜的红小豆，炸制而成~~酥脆可口~
排骨剪刀面，名字好好听啊，而且真的是用大剪刀，一剪刀一剪刀剪出来的，很劲道，也很入味~

最后说说果汁哈：玉米汁，水果玉米榨汁而成，绝无添加，味道很不错哟~~

追求味道如一的九毛九，下次一定要再去别家试试哈~~
",-2
76,"位置：惠福路点都德对面，因为惠福路本来没有公交车经过，所以地铁公园前站下了走过去要10分钟以上。
环境：店面比较小，一张四人桌，一条通道就是一楼门面的宽度看，一楼大概只有两三张桌子，上了二楼大一下，10张桌子吧，环境装修的还是有点小资的。
因为抽中的双人餐，如果两个人吃绝对够吃的，但是我们5个人去，又另外点了些东西，味道还是不错的，刺身也新鲜。
【烧四味北海道蟹连贯】不同味道的蟹棒寿司，有沙律酱味，有芥末味，新鲜的做法。
【芝麻八爪鱼】就是一贯吃的味道，没什么特别。
【泰国辣汁蟹肉卷】卷物的外面包了一层蟹肉，卷内再包了三文鱼跟蟹肉，搭配的酱汁很不错。
【素菜蟹子沙拉】生菜丝、蟹子、火龙果肉、小番茄，加了芥末沙律酱，本人很喜欢这个味道，不过不喜芥末的慎选。
【土豆泥沙拉】土豆泥冷藏后加了蟹子、火龙果肉，味道不错。
【浓骨汤厚切酥脆鸡扒拉面】拉面与鸡扒分开上，就是吉列猪扒的味道，汤底还是比较浓郁的。
【三文鱼刺身】6块，厚切的，新鲜。
【咖喱浓骨汤酥脆鸡扒乌冬】有咖喱味，但是一点都无辣。
【酥食鱼腩刺身饭】这里的刺生饭不像摩*的那些是一粒粒的，这里的是一片片比较厚的刺身，还有一个生鸡蛋，但是口感上可能切成粒状会比较容易进口吧。
最后5人除去免费的部分，用了闪惠-12后177元。总结味道不错，刺身比较新鲜，但是基本上都是刺身，种类不多。",-1
77,"做攻略很多人都推荐的这家餐厅，说是地道的鲁菜馆，有分店，不过我们还是选择的了老店。

位置：大沽路4号。

环境：说实话，环境真的不怎么样，说是餐厅的时候，我以为是那种装修好的那种，其实就是类似于自家房子里开的餐馆。我们坐的是里间，真的是很简朴的一家店。

服务：貌似是老板娘亲自来给我们点单，给我们推荐，说是大肠处理的很干净的，让我们尝尝，然后我们还是接受不了。

口味价格：#五花肉炒比管#不知道比管是什么，我觉得就是鱿鱼啊，味道并不惊艳。
#耗油扇贝#感觉青岛菜并不辣，所以海鲜的做法我们并不是很能接受，不过扇贝处理的挺干净的。

两个人点个三道菜就差不多了。",-2
78,Enjoy上的套餐 本来说两个朋友来，结果最后变成了五个人一起来 定位更改人数就变了好几次 服务人员都很有耐心。海鲜汤 鱼的肉块很足 味道也不错 朋友点的沙拉 说感觉一般 我尝了一下 乳酪球确实味道不够香 其他是中规中矩的。海鲜宽扁面必须赞一个 味道很不错 主要是味儿好 很喜欢 料什么的就还好。主菜点的肉 爱肉族没有办法 不过确实有点儿失望 因为太薄了… 但是 必须说 虽然薄但是是嫩的 这个还是很不错的 可能是因为套餐的缘故 可以理解。最后的甜品要的是提拉米苏 这个味道不错 酒味儿比较淡 但是是喜欢的 因为个人不喜欢酒味明显的提拉米苏 所以也不错。餐间服务也还蛮贴心 有一致给添水 因为我们期间一直聊天 确实会口渴。餐厅装潢也挺好的 等我比较暗 有部分座位是墙略微隔开的感觉 挺好！,-2
79,啦啦啦～ 超幸运的抽到免费试吃秋季新品，在最后一天晚上急急赶过去，帮忙验证的美女服务态度超好哒问我们两个人要不要再点一个饮料，我们晚饭吃多了真的都好饱就没点，虽然八点多时间晚了但东西上的很快首先烤米糕超超超级无敌好吃，芝士浓郁口感扎实，必点强推！（下次还要去吃）热饮要的是柠檬茶不错，还有柠檬粒粒酸酸甜甜，天冷来一杯暖身暖胃， 内个紫薯粥我们赶着看电影没吃完  个人口味吧味道不够甜有点稀  里面有扣扣的芋圆哟  不过用料实在看得到是用新鲜食材现打得  很养生哦   PS：我的手机为毛不能传照片？,-2
80,这家店是新开的，人气很足，开在热闹的日月光附近，交通非常便利。开车过去的小伙伴可以买单的时候把停车券给服务员敲章，享受十五元三个小时优惠停车，在这寸土寸金的地方属于非常实惠。店开在酒店四十九楼，一出电梯有穿和服的工作人员询问预定情况并带入座位。店内环境不错，窗口风景更好。鳌虾非常新鲜，个头算大的，肉嫩，略带甜味，沾上芥末酱油味道更美味。基本么漏单，服务也很不错，算不错的体验，最后决定好友们聚会也安排在这里，大家应该都会满意的。,-2
81,"实名差评！！！！卫生环境和服务态度令人堪忧！

2015年9月17日中午十二点五十分左右进店买面包，发现铮光瓦亮的面包橱抽屉柜里，居然有只小飞虫正在面包上爬来爬去！我看旁边有客人正在结账，另外一边还有坐在旁边吃蛋糕喝咖啡的客人，我还很傻逼的怕影响你家的声誉，怕其他客人听见，于是很小声的跟服务员说了一句面包橱里面有虫子。

服务员说：哦，是吗。 然后就再没人搭理这茬了！

我等了近五分钟，发现我想买的面包上面居然还有另一只飞虫，而一直没有服务员去处理这些虫子！

敢情我好心好意的小声提醒你们店员，还怕影响你家形象，你们家服务员自己根本不在意啊？就算你家服务员不在意店里的声誉，我还担心你们家的卫生情况呢！！！转一圈就发现俩飞虫在柜橱里头转悠，而且柜橱是半封闭的，虫子也根本飞不出去，就只能在面包上爬来爬去！！！装修这么高大上有什么用，服务态度差！卫生也差！",-2
